state,recording_id,common_name,scientific_name,date,time,latitude,longitude,duration_metadata,audio_url,source_url,license,audit_action,audit_reason,flag_short_duration,flag_low_amplitude,flag_clipping,flag_low_quality,flag_any,file_size_bytes,duration_seconds,rms,peak_amplitude,quality,date_original,time_original,datetime_local,source_timezone,has_date,has_time,has_datetime_local,year,month,day_of_year,hour,minute,season,duration_metadata_seconds,duration_difference_seconds,duration_category,species_id
CA,362097,Surf Scoter,Melanitta perspicillata,2017-02-05,07:27:00,32.7086,-117.1714,0:05,https://xeno-canto.org/362097/download,https://xeno-canto.org/362097,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,90473,5.352,0.0179360061883926,0.1675294786691665,B,2017-02-05,07:27,2017-02-05 07:27:00,,True,True,True,2017.0,2.0,36.0,7.0,27.0,Winter,5,0.3520000000000003,Short (3–10s),Melanitta perspicillata
CA,395208,Tundra Swan,Cygnus columbianus,2017-01-28,15:54:00,40.6864,-124.2127,0:22,https://xeno-canto.org/395208/download,https://xeno-canto.org/395208,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,365038,22.512,0.0662075206637382,0.698943018913269,B,2017-01-28,15:54,2017-01-28 15:54:00,,True,True,True,2017.0,1.0,28.0,15.0,54.0,Winter,22,0.5120000000000005,Medium (10–30s),Cygnus columbianus
CA,256444,Vaux's Swift,Chaetura vauxi,2015-07-11,08:14:00,40.8702,-124.1157,0:23,https://xeno-canto.org/256444/download,https://xeno-canto.org/256444,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,low_amplitude,False,True,False,False,True,374996,23.032729166666662,0.0028748833574354,0.0257118716835975,B,2015-07-11,08:14,2015-07-11 08:14:00,,True,True,True,2015.0,7.0,192.0,8.0,14.0,Summer,23,0.03272916666666248,Medium (10–30s),Chaetura vauxi
CA,120845,Virginia Rail,Rallus limicola,2012-04-18,,32.875,-114.457,0:15,https://xeno-canto.org/120845/download,https://xeno-canto.org/120845,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,257657,15.729931972789116,0.0117960749194026,0.1279155611991882,B,2012-04-18,?,,,True,False,False,,,,,,,15,0.7299319727891156,Medium (10–30s),Rallus limicola
CA,552939,White-throated Swift,Aeronautes saxatalis,2020-04-29,09:07:00,32.9343,-116.4822,0:19,https://xeno-canto.org/552939/download,https://xeno-canto.org/552939,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,312421,19.224,0.0321503728628158,0.700463056564331,A,2020-04-29,09:07,2020-04-29 09:07:00,,True,True,True,2020.0,4.0,120.0,9.0,7.0,Spring,19,0.2240000000000002,Medium (10–30s),Aeronautes saxatalis
CA,232953,White-winged Dove,Zenaida asiatica,2011-06-14,15:11:00,32.8473,-114.4915,2:00,https://xeno-canto.org/232953/download,https://xeno-canto.org/232953,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1932582,120.48,0.0145165901631116,0.1531167775392532,A,2011-06-14,15:11,2011-06-14 15:11:00,,True,True,True,2011.0,6.0,165.0,15.0,11.0,Summer,120,0.480000000000004,Long (≥30s),Zenaida asiatica
CA,377125,Wild Turkey,Meleagris gallopavo,2017-06-20,08:04:00,35.332,-120.415,3:13,https://xeno-canto.org/377125/download,https://xeno-canto.org/377125,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,7733345,193.13654166666663,0.0216935463249683,0.555170476436615,A,2017-06-20,8:04,2017-06-20 08:04:00,,True,True,True,2017.0,6.0,171.0,8.0,4.0,Summer,193,0.1365416666666306,Long (≥30s),Meleagris gallopavo
CA,450846,Wood Duck,Aix sponsa,2018-05-27,08:53:00,38.2443,-121.4127,0:38,https://xeno-canto.org/450846/download,https://xeno-canto.org/450846,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,627196,38.89632653061224,0.0701527073979377,0.6315670013427734,A,2018-05-27,08:53,2018-05-27 08:53:00,,True,True,True,2018.0,5.0,147.0,8.0,53.0,Spring,38,0.8963265306122423,Long (≥30s),Aix sponsa
CA,572270,Yellow Rail,Coturnicops noveboracensis,2020-06-23,17:00:00,41.9927,-120.326,0:41,https://xeno-canto.org/572270/download,https://xeno-canto.org/572270,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,663068,41.06727891156463,0.0135866599157452,0.9919147491455078,B,2020-06-23,17:00,2020-06-23 17:00:00,,True,True,True,2020.0,6.0,175.0,17.0,0.0,Summer,41,0.06727891156462817,Long (≥30s),Coturnicops noveboracensis
CA,265124,Yellow-billed Cuckoo,Coccyzus americanus,2015-08-01,09:25:00,40.8702,-124.1157,3:53,https://xeno-canto.org/265124/download,https://xeno-canto.org/265124,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,low_amplitude,False,True,False,False,True,3735139,233.0493333333333,0.0052965651266276,0.0371977463364601,B,2015-08-01,09:25,2015-08-01 09:25:00,,True,True,True,2015.0,8.0,213.0,9.0,25.0,Summer,233,0.04933333333329415,Long (≥30s),Coccyzus americanus
CA,375491,African Collared Dove,Streptopelia roseogrisea,2017-06-14,14:30:00,33.922,-117.2617,0:09,https://xeno-canto.org/375491/download,https://xeno-canto.org/375491,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,243627,9.901473922902497,0.0106217060238122,0.0555832274258136,A,2017-06-14,14:30,2017-06-14 14:30:00,,True,True,True,2017.0,6.0,165.0,14.0,30.0,Summer,9,0.9014739229024968,Short (3–10s),Streptopelia roseogrisea
CA,691005,Allen's Hummingbird,Selasphorus sasin,2021-12-11,09:28:00,32.5747,-117.1264,0:31,https://xeno-canto.org/691005/download,https://xeno-canto.org/691005,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,511389,31.656,0.0308984462171793,0.69767165184021,A,2021-12-11,09:28,2021-12-11 09:28:00,,True,True,True,2021.0,12.0,345.0,9.0,28.0,Winter,31,0.6559999999999988,Long (≥30s),Selasphorus sasin
CA,363448,American Coot,Fulica americana,2017-03-26,15:31:00,35.465,-120.667,1:08,https://xeno-canto.org/363448/download,https://xeno-canto.org/363448,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,2738823,68.290125,0.0115894973278045,0.562472403049469,B,2017-03-26,15:31,2017-03-26 15:31:00,,True,True,True,2017.0,3.0,85.0,15.0,31.0,Spring,68,0.2901250000000033,Long (≥30s),Fulica americana
CA,17795,American Wigeon,Mareca americana,2008-01-07,13:00:00,33.64224,-117.88672,0:19,https://xeno-canto.org/17795/download,https://xeno-canto.org/17795,https://creativecommons.org/licenses/by-nc-nd/2.5/,KEEP,none,False,False,False,False,False,239432,19.48063492063492,0.0269400998950004,0.450251817703247,A,2008-01-07,13:00,2008-01-07 13:00:00,,True,True,True,2008.0,1.0,7.0,13.0,0.0,Winter,19,0.48063492063491964,Medium (10–30s),Mareca americana
CA,695151,Anna's Hummingbird,Calypte anna,2022-01-01,07:16:00,32.5458,-117.0737,0:33,https://xeno-canto.org/695151/download,https://xeno-canto.org/695151,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,539370,33.408,0.0166071206331253,0.7007120251655579,B,2022-01-01,07:16,2022-01-01 07:16:00,,True,True,True,2022.0,1.0,1.0,7.0,16.0,Winter,33,0.40800000000000125,Long (≥30s),Calypte anna
CA,585340,Band-tailed Pigeon,Patagioenas fasciata,2020-08-28,07:58:00,32.8598,-116.4343,0:13,https://xeno-canto.org/585340/download,https://xeno-canto.org/585340,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,214520,13.104,0.0323360003530979,0.3106769323348999,B,2020-08-28,07:58,2020-08-28 07:58:00,,True,True,True,2020.0,8.0,241.0,7.0,58.0,Summer,13,0.1039999999999992,Medium (10–30s),Patagioenas fasciata
CA,167459,Black Rail,Laterallus jamaicensis,2013-06-30,09:30:00,37.442,-122.008,0:10,https://xeno-canto.org/167459/download,https://xeno-canto.org/167459,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,170584,10.3,0.0514522716403007,0.4522785544395447,B,2013-06-30,09:30,2013-06-30 09:30:00,,True,True,True,2013.0,6.0,181.0,9.0,30.0,Summer,10,0.3000000000000007,Medium (10–30s),Laterallus jamaicensis
CA,547258,Black-chinned Hummingbird,Archilochus alexandri,2020-04-13,18:30:00,33.658,-114.5279,0:18,https://xeno-canto.org/547258/download,https://xeno-canto.org/547258,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,218448,18.31925,0.0189130268990993,0.7068424224853516,B,2020-04-13,18:30,2020-04-13 18:30:00,,True,True,True,2020.0,4.0,104.0,18.0,30.0,Spring,18,0.31925000000000026,Medium (10–30s),Archilochus alexandri
CA,964250,Blue-winged Teal,Spatula discors,2025-01-16,14:33:00,35.3217,-120.842,0:23,https://xeno-canto.org/964250/download,https://xeno-canto.org/964250,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,3395243,23.5771875,0.0745331496000289,0.7943282127380371,B,2025-01-16,14:33,2025-01-16 14:33:00,,True,True,True,2025.0,1.0,16.0,14.0,33.0,Winter,23,0.5771875000000009,Medium (10–30s),Spatula discors
CA,163344,Brant Goose,Branta bernicla,2012-11-29,07:39:00,32.7802,-117.2154,0:14,https://xeno-canto.org/163344/download,https://xeno-canto.org/163344,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,235975,14.448,0.0479039512574672,0.7642827033996582,B,2012-11-29,07:39,2012-11-29 07:39:00,,True,True,True,2012.0,11.0,334.0,7.0,39.0,Fall,14,0.4480000000000004,Medium (10–30s),Branta bernicla
CA,877615,Broad-billed Hummingbird,Cynanthus latirostris,2024-02-23,10:00:00,34.1104,-117.8608,0:17,https://xeno-canto.org/877615/download,https://xeno-canto.org/877615,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,282794,17.352,0.0322517976164817,0.2179212868213653,A,2024-02-23,10:00,2024-02-23 10:00:00,,True,True,True,2024.0,2.0,54.0,10.0,0.0,Winter,17,0.3520000000000003,Medium (10–30s),Cynanthus latirostris
CA,652385,Broad-tailed Hummingbird,Selasphorus platycercus,2021-05-27,07:00:00,37.3607,-118.3995,0:24,https://xeno-canto.org/652385/download,https://xeno-canto.org/652385,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,389285,23.974739229024944,0.0464215986430645,0.951076328754425,B,2021-05-27,07:00,2021-05-27 07:00:00,,True,True,True,2021.0,5.0,147.0,7.0,0.0,Spring,24,-0.025260770975055635,Medium (10–30s),Selasphorus platycercus
CA,361920,Bufflehead,Bucephala albeola,2017-01-28,12:58:00,40.8581,-124.0905,0:03,https://xeno-canto.org/361920/download,https://xeno-canto.org/361920,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,low_amplitude,False,True,False,False,True,60129,3.456,0.0067740748636424,0.1405607759952545,A,2017-01-28,12:58,2017-01-28 12:58:00,,True,True,True,2017.0,1.0,28.0,12.0,58.0,Winter,3,0.45599999999999996,Short (3–10s),Bucephala albeola
CA,361084,Cackling Goose,Branta hutchinsii,2017-01-28,03:33:00,40.6864,-124.2127,0:16,https://xeno-canto.org/361084/download,https://xeno-canto.org/361084,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,262986,16.128,0.0298399422317743,0.7031810283660889,B,2017-01-28,03:33,2017-01-28 03:33:00,,True,True,True,2017.0,1.0,28.0,3.0,33.0,Winter,16,0.1280000000000001,Medium (10–30s),Branta hutchinsii
CA,584999,California Quail,Callipepla californica,2020-08-26,09:51:00,32.6675,-116.9268,1:22,https://xeno-canto.org/584999/download,https://xeno-canto.org/584999,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1323891,82.44,0.0361743383109569,0.7084659934043884,A,2020-08-26,09:51,2020-08-26 09:51:00,,True,True,True,2020.0,8.0,239.0,9.0,51.0,Summer,82,0.4399999999999977,Long (≥30s),Callipepla californica
CA,1152009,Calliope Hummingbird,Selasphorus calliope,2026-06-25,08:12:00,38.8116,-120.377,0:20,https://xeno-canto.org/1152009/download,https://xeno-canto.org/1152009,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,clipping,False,False,True,False,True,322482,20.076979166666668,0.0534383244812488,1.0020400285720823,B,2026-06-25,08:12,2026-06-25 08:12:00,,True,True,True,2026.0,6.0,176.0,8.0,12.0,Summer,20,0.07697916666666771,Medium (10–30s),Selasphorus calliope
CA,317033,Canada Goose,Branta canadensis,2016-05-02,08:46:00,37.274,-120.8467,0:34,https://xeno-canto.org/317033/download,https://xeno-canto.org/317033,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1399652,34.7975,0.0192988254129886,0.5541244149208069,A,2016-05-02,8:46,2016-05-02 08:46:00,,True,True,True,2016.0,5.0,123.0,8.0,46.0,Spring,34,0.7974999999999994,Long (≥30s),Branta canadensis
CA,666132,Chukar Partridge,Alectoris chukar,2021-08-02,10:00:00,37.2433,-118.1934,0:21,https://xeno-canto.org/666132/download,https://xeno-canto.org/666132,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,355007,21.837233560090706,0.0333263464272022,0.6293778419494629,B,2021-08-02,10:00,2021-08-02 10:00:00,,True,True,True,2021.0,8.0,214.0,10.0,0.0,Summer,21,0.8372335600907057,Medium (10–30s),Alectoris chukar
CA,510630,Cinnamon Teal,Spatula cyanoptera,2019-06-22,07:00:00,41.9132,-119.4609,1:09,https://xeno-canto.org/510630/download,https://xeno-canto.org/510630,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,839864,69.576,0.013600742444396,0.6932483911514282,B,2019-06-22,07:00,2019-06-22 07:00:00,,True,True,True,2019.0,6.0,173.0,7.0,0.0,Summer,69,0.5759999999999934,Long (≥30s),Spatula cyanoptera
CA,223349,Common Gallinule,Gallinula galeata,2007-02-14,16:00:00,33.1188,-115.7945,0:16,https://xeno-canto.org/223349/download,https://xeno-canto.org/223349,https://creativecommons.org/licenses/by-nc-nd/4.0/,KEEP,none,False,False,False,False,False,198321,16.023,0.0220749471336603,0.5604175329208374,A,2007-02-14,16:00,2007-02-14 16:00:00,,True,True,True,2007.0,2.0,45.0,16.0,0.0,Winter,16,0.022999999999999687,Medium (10–30s),Gallinula galeata
CA,345878,Common Ground Dove,Columbina passerina,2015-04-17,13:19:00,33.177,-115.6156,0:55,https://xeno-canto.org/345878/download,https://xeno-canto.org/345878,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,898837,55.872,0.0114952903240919,0.1724298596382141,B,2015-04-17,13:19,2015-04-17 13:19:00,,True,True,True,2015.0,4.0,107.0,13.0,19.0,Spring,55,0.8719999999999999,Long (≥30s),Columbina passerina
CA,423314,Common Nighthawk,Chordeiles minor,2018-06-25,05:30:00,41.1921,-119.3143,0:23,https://xeno-canto.org/423314/download,https://xeno-canto.org/423314,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,289636,23.736,0.0200975127518177,0.512785017490387,B,2018-06-25,05:30,2018-06-25 05:30:00,,True,True,True,2018.0,6.0,176.0,5.0,30.0,Summer,23,0.7360000000000007,Medium (10–30s),Chordeiles minor
CA,578134,Common Pheasant,Phasianus colchicus,2015-02-10,12:20:00,39.3212,-121.8164,1:08,https://xeno-canto.org/578134/download,https://xeno-canto.org/578134,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1105347,68.784,0.0192350856959819,0.551218569278717,A,2015-02-10,12:20,2015-02-10 12:20:00,,True,True,True,2015.0,2.0,41.0,12.0,20.0,Winter,68,0.784000000000006,Long (≥30s),Phasianus colchicus
CA,533394,Common Poorwill,Phalaenoptilus nuttallii,2020-03-06,20:57:00,34.268,-118.077,0:51,https://xeno-canto.org/533394/download,https://xeno-canto.org/533394,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1166815,51.9664375,0.0652157142758369,0.608532726764679,B,2020-03-06,20:57,2020-03-06 20:57:00,,True,True,True,2020.0,3.0,66.0,20.0,57.0,Spring,51,0.9664374999999978,Long (≥30s),Phalaenoptilus nuttallii
CA,799409,Costa's Hummingbird,Calypte costae,2023-05-06,08:33:00,35.1081,-120.0757,1:10,https://xeno-canto.org/799409/download,https://xeno-canto.org/799409,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,6184832,70.07637188208616,0.011855530552566,0.329803466796875,A,2023-05-06,08:33,2023-05-06 08:33:00,,True,True,True,2023.0,5.0,126.0,8.0,33.0,Spring,70,0.07637188208616408,Long (≥30s),Calypte costae
CA,135420,Eastern Whip-poor-will,Antrostomus vociferus,2013-05-27,21:30:00,37.0091,-121.8574,5:00,https://xeno-canto.org/135420/download,https://xeno-canto.org/135420,https://creativecommons.org/licenses/by-nc-sa/3.0/,FLAG,clipping,False,False,True,False,True,6005550,300.0,0.1259320974349975,1.002970814704895,B,2013-05-27,21:30,2013-05-27 21:30:00,,True,True,True,2013.0,5.0,147.0,21.0,30.0,Spring,300,0.0,Long (≥30s),Antrostomus vociferus
CA,195342,Egyptian Goose,Alopochen aegyptiaca,2014-09-12,17:27:00,34.1819,-118.4936,0:58,https://xeno-canto.org/195342/download,https://xeno-canto.org/195342,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,938817,58.29079365079365,0.0296763777732849,0.9342703819274902,A,2014-09-12,17:27,2014-09-12 17:27:00,,True,True,True,2014.0,9.0,255.0,17.0,27.0,Fall,58,0.2907936507936526,Long (≥30s),Alopochen aegyptiaca
CA,481134,Eurasian Collared Dove,Streptopelia decaocto,2019-05-20,15:00:00,36.4728,-121.1873,0:32,https://xeno-canto.org/481134/download,https://xeno-canto.org/481134,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,783911,32.36571428571428,0.0369784459471702,0.5794879198074341,B,2019-05-20,15:00,2019-05-20 15:00:00,,True,True,True,2019.0,5.0,140.0,15.0,0.0,Spring,32,0.365714285714283,Long (≥30s),Streptopelia decaocto
CA,779907,Gadwall,Mareca strepera,2023-02-10,13:19:00,39.195,-122.0562,0:02,https://xeno-canto.org/779907/download,https://xeno-canto.org/779907,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,short_duration,True,False,False,False,True,45835,2.568,0.0133868120610713,0.2865671515464782,B,2023-02-10,13:19,2023-02-10 13:19:00,,True,True,True,2023.0,2.0,41.0,13.0,19.0,Winter,2,0.5680000000000001,Very short (<3s),Mareca strepera
CA,475180,Gambel's Quail,Callipepla gambelii,2019-04-27,07:30:00,36.7152,-114.7146,0:49,https://xeno-canto.org/475180/download,https://xeno-canto.org/475180,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1196469,49.656,0.0395254902541637,0.6402847170829773,A,2019-04-27,07:30,2019-04-27 07:30:00,,True,True,True,2019.0,4.0,117.0,7.0,30.0,Spring,49,0.6559999999999988,Long (≥30s),Callipepla gambelii
CA,465656,Greater Roadrunner,Geococcyx californianus,2019-04-07,09:57:00,35.1617,-119.8244,2:46,https://xeno-canto.org/465656/download,https://xeno-canto.org/465656,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,6672329,166.61272916666667,0.0440922938287258,0.5621788501739502,B,2019-04-07,9:57,2019-04-07 09:57:00,,True,True,True,2019.0,4.0,97.0,9.0,57.0,Spring,166,0.6127291666666679,Long (≥30s),Geococcyx californianus
CA,150244,Greater White-fronted Goose,Anser albifrons,2013-02-06,14:33:00,38.2657,-121.4393,0:10,https://xeno-canto.org/150244/download,https://xeno-canto.org/150244,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,171589,10.224,0.0263582523912191,0.3076589703559875,B,2013-02-06,14:33,2013-02-06 14:33:00,,True,True,True,2013.0,2.0,37.0,14.0,33.0,Winter,10,0.2240000000000002,Medium (10–30s),Anser albifrons
CA,757764,Green-winged Teal,Anas carolinensis,2022-04-03,09:50:00,37.1858,-120.6202,0:15,https://xeno-canto.org/757764/download,https://xeno-canto.org/757764,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,2293440,15.9015625,0.0396217368543148,0.7079250812530518,B,2022-04-03,09:50,2022-04-03 09:50:00,,True,True,True,2022.0,4.0,93.0,9.0,50.0,Spring,15,0.9015625000000007,Medium (10–30s),Anas carolinensis
CA,551487,Inca Dove,Columbina inca,2020-04-27,06:30:00,33.4102,-114.6633,0:14,https://xeno-canto.org/551487/download,https://xeno-canto.org/551487,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,347453,14.28,0.0277218930423259,0.2257334589958191,B,2020-04-27,06:30,2020-04-27 06:30:00,,True,True,True,2020.0,4.0,118.0,6.0,30.0,Spring,14,0.27999999999999936,Medium (10–30s),Columbina inca
AZ,132209,Allen's Hummingbird,Selasphorus sasin,2011-07-10,13:08:00,31.906,-109.1543,0:08,https://xeno-canto.org/132209/download,https://xeno-canto.org/132209,https://creativecommons.org/licenses/by-nc-sa/3.0/,FLAG,low_amplitude,False,True,False,False,True,137414,8.280816326530612,0.0042143980972468,0.0614070296287536,B,2011-07-10,13:08,2011-07-10 13:08:00,,True,True,True,2011.0,7.0,191.0,13.0,8.0,Summer,8,0.28081632653061206,Short (3–10s),Selasphorus sasin
AZ,700909,American Wigeon,Mareca americana,2019-10-22,07:01:00,31.34,-109.273,1:47,https://xeno-canto.org/700909/download,https://xeno-canto.org/700909,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,low_amplitude,False,True,False,False,True,1724635,107.472,0.0084721045568585,0.2374551147222519,B,2019-10-22,07:01,2019-10-22 07:01:00,,True,True,True,2019.0,10.0,295.0,7.0,1.0,Fall,107,0.4719999999999942,Long (≥30s),Mareca americana
AZ,452506,Anna's Hummingbird,Calypte anna,2018-01-12,12:39:00,33.3607,-111.7343,0:05,https://xeno-canto.org/452506/download,https://xeno-canto.org/452506,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,92012,5.448,0.0541168563067913,0.6846784353256226,B,2018-01-12,12:39,2018-01-12 12:39:00,,True,True,True,2018.0,1.0,12.0,12.0,39.0,Winter,5,0.4480000000000004,Short (3–10s),Calypte anna
AZ,491895,Band-tailed Pigeon,Patagioenas fasciata,2019-08-01,05:39:00,31.9202,-109.2624,1:23,https://xeno-canto.org/491895/download,https://xeno-canto.org/491895,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1337672,83.304,0.0141043663024902,0.1524343937635421,A,2019-08-01,05:39,2019-08-01 05:39:00,,True,True,True,2019.0,8.0,213.0,5.0,39.0,Summer,83,0.30400000000000205,Long (≥30s),Patagioenas fasciata
AZ,145957,Berylline Hummingbird,Saucerottia beryllina,2013-06-03,18:53:00,31.906,-109.1543,0:35,https://xeno-canto.org/145957/download,https://xeno-canto.org/145957,https://creativecommons.org/licenses/by-nc-sa/3.0/,FLAG,low_amplitude,False,True,False,False,True,569441,35.265306122448976,0.0067330761812627,0.2949511706829071,B,2013-06-03,18:53,2013-06-03 18:53:00,,True,True,True,2013.0,6.0,154.0,18.0,53.0,Summer,35,0.2653061224489761,Long (≥30s),Saucerottia beryllina
AZ,728080,Black-bellied Whistling Duck,Dendrocygna autumnalis,2022-05-29,07:11:00,31.6136,-111.0413,0:19,https://xeno-canto.org/728080/download,https://xeno-canto.org/728080,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,221112,19.65328798185941,0.0437854938209056,0.7112007141113281,B,2022-05-29,07:11,2022-05-29 07:11:00,,True,True,True,2022.0,5.0,149.0,7.0,11.0,Spring,19,0.6532879818594104,Medium (10–30s),Dendrocygna autumnalis
AZ,132328,Black-chinned Hummingbird,Archilochus alexandri,2013-04-14,07:11:00,31.906,-109.1543,0:12,https://xeno-canto.org/132328/download,https://xeno-canto.org/132328,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,203154,12.38204081632653,0.0108897713944315,0.1325038373470306,B,2013-04-14,07:11,2013-04-14 07:11:00,,True,True,True,2013.0,4.0,104.0,7.0,11.0,Spring,12,0.38204081632652986,Medium (10–30s),Archilochus alexandri
AZ,132452,Blue-throated Mountaingem,Lampornis clemenciae,2012-06-11,19:17:00,31.906,-109.1543,0:05,https://xeno-canto.org/132452/download,https://xeno-canto.org/132452,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,89302,5.276734693877551,0.0172395091503858,0.2405076622962951,A,2012-06-11,19:17,2012-06-11 19:17:00,,True,True,True,2012.0,6.0,163.0,19.0,17.0,Summer,5,0.27673469387755123,Short (3–10s),Lampornis clemenciae
AZ,772323,Broad-billed Hummingbird,Cynanthus latirostris,2022-05-04,05:20:00,31.7244,-110.8805,0:45,https://xeno-canto.org/772323/download,https://xeno-canto.org/772323,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,6577792,45.653979166666666,0.0273489244282245,0.6523987054824829,B,2022-05-04,05:20,2022-05-04 05:20:00,,True,True,True,2022.0,5.0,124.0,5.0,20.0,Spring,45,0.6539791666666659,Long (≥30s),Cynanthus latirostris
AZ,132844,Broad-tailed Hummingbird,Selasphorus platycercus,2011-05-13,08:51:00,31.906,-109.1543,0:45,https://xeno-canto.org/132844/download,https://xeno-canto.org/132844,https://creativecommons.org/licenses/by-nc-sa/3.0/,FLAG,clipping,False,False,True,False,True,732249,45.453061224489794,0.031471062451601,1.0141608715057373,B,2011-05-13,08:51,2011-05-13 08:51:00,,True,True,True,2011.0,5.0,133.0,8.0,51.0,Spring,45,0.4530612244897938,Long (≥30s),Selasphorus platycercus
AZ,251890,Buff-collared Nightjar,Antrostomus ridgwayi,2015-06-04,20:30:00,31.404,-111.2401,0:15,https://xeno-canto.org/251890/download,https://xeno-canto.org/251890,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,245815,14.9946875,0.0120808109641075,0.1013536974787712,A,2015-06-04,20:30,2015-06-04 20:30:00,,True,True,True,2015.0,6.0,155.0,20.0,30.0,Summer,15,-0.005312500000000497,Medium (10–30s),Antrostomus ridgwayi
AZ,710475,Bufflehead,Bucephala albeola,2021-01-17,13:02:00,31.34,-109.273,2:37,https://xeno-canto.org/710475/download,https://xeno-canto.org/710475,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,low_amplitude,False,True,False,False,True,2531785,157.92,0.0055926796048879,0.2303638160228729,A,2021-01-17,13:02,2021-01-17 13:02:00,,True,True,True,2021.0,1.0,17.0,13.0,2.0,Winter,157,0.9199999999999875,Long (≥30s),Bucephala albeola
AZ,132948,Calliope Hummingbird,Selasphorus calliope,2010-09-16,07:43:00,31.932,-109.191,0:33,https://xeno-canto.org/132948/download,https://xeno-canto.org/132948,https://creativecommons.org/licenses/by-nc-sa/3.0/,FLAG,low_amplitude,False,True,False,False,True,537803,33.28,0.0027192519046366,0.053069032728672,B,2010-09-16,07:43,2010-09-16 07:43:00,,True,True,True,2010.0,9.0,259.0,7.0,43.0,Fall,33,0.28000000000000114,Long (≥30s),Selasphorus calliope
