state,recording_id,common_name,scientific_name,quality,date,time,latitude,longitude,duration,audio_url,source_url,license,selection_seed,selection_method
AZ,145957,Berylline Hummingbird,Saucerottia beryllina,B,2013-06-03,18:53,31.906,-109.1543,0:35,https://xeno-canto.org/145957/download,https://xeno-canto.org/145957,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,728080,Black-bellied Whistling Duck,Dendrocygna autumnalis,B,2022-05-29,07:11,31.6136,-111.0413,0:19,https://xeno-canto.org/728080/download,https://xeno-canto.org/728080,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,132328,Black-chinned Hummingbird,Archilochus alexandri,B,2013-04-14,07:11,31.906,-109.1543,0:12,https://xeno-canto.org/132328/download,https://xeno-canto.org/132328,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,132452,Blue-throated Mountaingem,Lampornis clemenciae,A,2012-06-11,19:17,31.906,-109.1543,0:05,https://xeno-canto.org/132452/download,https://xeno-canto.org/132452,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,772323,Broad-billed Hummingbird,Cynanthus latirostris,B,2022-05-04,05:20,31.7244,-110.8805,0:45,https://xeno-canto.org/772323/download,https://xeno-canto.org/772323,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,132844,Broad-tailed Hummingbird,Selasphorus platycercus,B,2011-05-13,08:51,31.906,-109.1543,0:45,https://xeno-canto.org/132844/download,https://xeno-canto.org/132844,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,251890,Buff-collared Nightjar,Antrostomus ridgwayi,A,2015-06-04,20:30,31.404,-111.2401,0:15,https://xeno-canto.org/251890/download,https://xeno-canto.org/251890,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,710475,Bufflehead,Bucephala albeola,A,2021-01-17,13:02,31.34,-109.273,2:37,https://xeno-canto.org/710475/download,https://xeno-canto.org/710475,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,132948,Calliope Hummingbird,Selasphorus calliope,B,2010-09-16,07:43,31.932,-109.191,0:33,https://xeno-canto.org/132948/download,https://xeno-canto.org/132948,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,511453,Canada Goose,Branta canadensis,B,2019-12-10,08:52,33.3634,-111.7341,0:19,https://xeno-canto.org/511453/download,https://xeno-canto.org/511453,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,611977,Cinnamon Teal,Spatula cyanoptera,B,2020-03-22,17:36,31.5633,-109.716,0:08,https://xeno-canto.org/611977/download,https://xeno-canto.org/611977,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,608781,Common Nighthawk,Chordeiles minor,B,2020-05-26,04:37,33.4426,-109.4875,1:29,https://xeno-canto.org/608781/download,https://xeno-canto.org/608781,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,110689,Common Poorwill,Phalaenoptilus nuttallii,B,2012-05-22,05:00,34.285,-114.069,0:43,https://xeno-canto.org/110689/download,https://xeno-canto.org/110689,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
AZ,196870,Costa's Hummingbird,Calypte costae,B,2014-08-25,06:00,32.1999,-110.7666,1:18,https://xeno-canto.org/196870/download,https://xeno-canto.org/196870,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,623629,Gadwall,Mareca strepera,B,2019-12-20,07:33,31.34,-109.273,3:54,https://xeno-canto.org/623629/download,https://xeno-canto.org/623629,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,1080401,Gambel's Quail,Callipepla gambelii,A,2024-01-24,08:39,31.906,-109.1543,0:05,https://xeno-canto.org/1080401/download,https://xeno-canto.org/1080401,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,324293,Greater Roadrunner,Geococcyx californianus,B,2016-05-03,07:31,31.34,-109.273,3:47,https://xeno-canto.org/324293/download,https://xeno-canto.org/324293,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,453885,Greater White-fronted Goose,Anser albifrons,B,2017-12-23,14:15,32.233,-109.8269,0:22,https://xeno-canto.org/453885/download,https://xeno-canto.org/453885,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,265347,Green-winged Teal,Anas carolinensis,B,2015-02-09,13:00,34.0266,-109.4425,0:13,https://xeno-canto.org/265347/download,https://xeno-canto.org/265347,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,114789,Groove-billed Ani,Crotophaga sulcirostris,B,2012-11-24,09:40,32.2783,-111.0229,0:18,https://xeno-canto.org/114789/download,https://xeno-canto.org/114789,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,321958,Lesser Nighthawk,Chordeiles acutipennis,B,2015-06-24,05:18,31.8972,-109.0923,1:44,https://xeno-canto.org/321958/download,https://xeno-canto.org/321958,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,132967,Lucifer Sheartail,Calothorax lucifer,B,2013-04-18,17:21,31.906,-109.1543,1:51,https://xeno-canto.org/132967/download,https://xeno-canto.org/132967,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,511471,Mallard,Anas platyrhynchos,B,2019-12-10,10:26,33.3634,-111.7341,0:55,https://xeno-canto.org/511471/download,https://xeno-canto.org/511471,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,583806,Mexican Duck,Anas diazi,B,2020-03-28,07:47,32.084,-109.051,1:31,https://xeno-canto.org/583806/download,https://xeno-canto.org/583806,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,175369,Mexican Whip-poor-will,Antrostomus arizonae,B,2014-04-20,19:30,34.465,-112.4762,0:31,https://xeno-canto.org/175369/download,https://xeno-canto.org/175369,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,154199,Montezuma Quail,Cyrtonyx montezumae,B,2013-11-08,09:44,31.7124,-110.8651,0:59,https://xeno-canto.org/154199/download,https://xeno-canto.org/154199,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,452515,Northern Pintail,Anas acuta,B,2018-01-12,11:01,33.3607,-111.7343,0:04,https://xeno-canto.org/452515/download,https://xeno-canto.org/452515,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,218535,Northern Shoveler,Spatula clypeata,B,2007-02-17,06:55,31.4954,-110.8536,0:23,https://xeno-canto.org/218535/download,https://xeno-canto.org/218535,https://creativecommons.org/licenses/by-nc-nd/4.0/,42,species_stratified_round_robin
AZ,193254,Plain-capped Starthroat,Heliomaster constantii,B,2014-08-25,09:00,31.7244,-110.8805,0:06,https://xeno-canto.org/193254/download,https://xeno-canto.org/193254,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,583809,Ring-necked Duck,Aythya collaris,B,2020-03-15,11:12,31.34,-109.273,0:07,https://xeno-canto.org/583809/download,https://xeno-canto.org/583809,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,321736,Rivoli's Hummingbird,Eugenes fulgens,B,2015-06-09,06:29,31.906,-109.1543,0:59,https://xeno-canto.org/321736/download,https://xeno-canto.org/321736,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,567440,Ruddy Duck,Oxyura jamaicensis,B,2020-06-02,03:50,34.3052,-110.0276,0:45,https://xeno-canto.org/567440/download,https://xeno-canto.org/567440,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,133556,Rufous Hummingbird,Selasphorus rufus,A,2013-04-19,17:10,31.906,-109.1543,0:15,https://xeno-canto.org/133556/download,https://xeno-canto.org/133556,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,1080405,Scaled Quail,Callipepla squamata,A,2023-07-21,06:20,31.5288,-109.5314,5:50,https://xeno-canto.org/1080405/download,https://xeno-canto.org/1080405,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,624546,Snow Goose,Anser caerulescens,B,2020-11-03,09:54,31.34,-109.273,0:41,https://xeno-canto.org/624546/download,https://xeno-canto.org/624546,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,626768,Violet-crowned Hummingbird,Leucolia violiceps,A,2020-08-22,13:05,31.355,-109.044,5:13,https://xeno-canto.org/626768/download,https://xeno-canto.org/626768,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,974054,White-eared Hummingbird,Basilinna leucotis,B,2005-05-16,17:45,31.883,-109.207,1:29,https://xeno-canto.org/974054/download,https://xeno-canto.org/974054,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,48224,White-throated Swift,Aeronautes saxatalis,A,2009-11-05,?,33.5217,-111.6726,0:30,https://xeno-canto.org/48224/download,https://xeno-canto.org/48224,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
AZ,778410,Wild Turkey,Meleagris gallopavo,A,2022-05-04,07:17,31.7287,-110.8758,1:12,https://xeno-canto.org/778410/download,https://xeno-canto.org/778410,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,87027,Yellow-billed Cuckoo,Coccyzus americanus,B,2011-08-26,08:09,31.5,-110.818,1:56,https://xeno-canto.org/87027/download,https://xeno-canto.org/87027,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
AZ,132208,Allen's Hummingbird,Selasphorus sasin,B,2011-07-10,13:14,31.906,-109.1543,0:26,https://xeno-canto.org/132208/download,https://xeno-canto.org/132208,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,408852,American Wigeon,Mareca americana,B,2017-12-24,10:03,32.2791,-111.021,2:21,https://xeno-canto.org/408852/download,https://xeno-canto.org/408852,https://creativecommons.org/licenses/by-nc-nd/4.0/,42,species_stratified_round_robin
AZ,75505,Anna's Hummingbird,Calypte anna,B,2011-04-10,18:15,32.2784,-110.9509,0:01,https://xeno-canto.org/75505/download,https://xeno-canto.org/75505,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
AZ,491896,Band-tailed Pigeon,Patagioenas fasciata,A,2019-08-01,07:47,31.9202,-109.2624,0:18,https://xeno-canto.org/491896/download,https://xeno-canto.org/491896,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,145955,Berylline Hummingbird,Saucerottia beryllina,B,2013-06-03,18:14,31.906,-109.1543,0:16,https://xeno-canto.org/145955/download,https://xeno-canto.org/145955,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,219022,Black-chinned Hummingbird,Archilochus alexandri,B,2007-02-16,17:00,31.7287,-110.8758,0:18,https://xeno-canto.org/219022/download,https://xeno-canto.org/219022,https://creativecommons.org/licenses/by-nc-nd/4.0/,42,species_stratified_round_robin
AZ,321717,Blue-throated Mountaingem,Lampornis clemenciae,A,2015-06-13,12:51,31.906,-109.1543,0:17,https://xeno-canto.org/321717/download,https://xeno-canto.org/321717,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,132684,Broad-billed Hummingbird,Cynanthus latirostris,B,2013-04-24,17:11,31.906,-109.1543,0:48,https://xeno-canto.org/132684/download,https://xeno-canto.org/132684,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,132890,Broad-tailed Hummingbird,Selasphorus platycercus,A,2013-04-19,16:56,31.906,-109.1543,0:18,https://xeno-canto.org/132890/download,https://xeno-canto.org/132890,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,377681,Buff-collared Nightjar,Antrostomus ridgwayi,A,2017-06-27,20:30,33.2615,-110.9707,0:17,https://xeno-canto.org/377681/download,https://xeno-canto.org/377681,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,132942,Calliope Hummingbird,Selasphorus calliope,B,2010-09-16,08:06,31.932,-109.191,0:06,https://xeno-canto.org/132942/download,https://xeno-canto.org/132942,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,611978,Cinnamon Teal,Spatula cyanoptera,B,2020-03-22,17:12,31.5633,-109.716,0:18,https://xeno-canto.org/611978/download,https://xeno-canto.org/611978,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,608776,Common Nighthawk,Chordeiles minor,B,2020-05-26,04:45,33.4426,-109.4875,0:56,https://xeno-canto.org/608776/download,https://xeno-canto.org/608776,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,632234,Common Poorwill,Phalaenoptilus nuttallii,A,2020-08-31,19:09,31.591,-109.508,1:18,https://xeno-canto.org/632234/download,https://xeno-canto.org/632234,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,196879,Costa's Hummingbird,Calypte costae,B,2014-08-25,06:00,32.1999,-110.7666,0:09,https://xeno-canto.org/196879/download,https://xeno-canto.org/196879,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,623628,Gadwall,Mareca strepera,B,2020-12-09,13:28,31.34,-109.273,0:22,https://xeno-canto.org/623628/download,https://xeno-canto.org/623628,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,636283,Gambel's Quail,Callipepla gambelii,A,2019-09-18,07:34,31.84,-109.025,0:21,https://xeno-canto.org/636283/download,https://xeno-canto.org/636283,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,611001,Greater Roadrunner,Geococcyx californianus,B,2020-05-21,05:13,31.591,-109.508,10:46,https://xeno-canto.org/611001/download,https://xeno-canto.org/611001,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,453887,Greater White-fronted Goose,Anser albifrons,B,2017-12-23,15:04,32.233,-109.8269,0:07,https://xeno-canto.org/453887/download,https://xeno-canto.org/453887,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,452502,Green-winged Teal,Anas carolinensis,B,2018-01-15,10:14,34.6038,-112.4335,0:36,https://xeno-canto.org/452502/download,https://xeno-canto.org/452502,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,1035206,Lesser Nighthawk,Chordeiles acutipennis,A,2023-06-16,04:46,32.2266,-111.1472,2:38,https://xeno-canto.org/1035206/download,https://xeno-canto.org/1035206,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,132968,Lucifer Sheartail,Calothorax lucifer,B,2013-04-18,17:09,31.906,-109.1543,0:05,https://xeno-canto.org/132968/download,https://xeno-canto.org/132968,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,1101338,Mallard,Anas platyrhynchos,B,2026-04-19,08:05,33.454,-111.945,0:06,https://xeno-canto.org/1101338/download,https://xeno-canto.org/1101338,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,621691,Mexican Duck,Anas diazi,B,2019-05-29,08:44,32.084,-109.051,1:07,https://xeno-canto.org/621691/download,https://xeno-canto.org/621691,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,34329,Mexican Whip-poor-will,Antrostomus arizonae,A,2009-05-20,05:10,31.9328,-109.2634,0:49,https://xeno-canto.org/34329/download,https://xeno-canto.org/34329,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
AZ,254988,Montezuma Quail,Cyrtonyx montezumae,A,2013-04-21,07:05,31.933,-109.264,3:00,https://xeno-canto.org/254988/download,https://xeno-canto.org/254988,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,218539,Northern Shoveler,Spatula clypeata,B,2007-02-18,15:45,32.2306,-109.8239,1:02,https://xeno-canto.org/218539/download,https://xeno-canto.org/218539,https://creativecommons.org/licenses/by-nc-nd/4.0/,42,species_stratified_round_robin
AZ,193255,Plain-capped Starthroat,Heliomaster constantii,A,2014-08-25,09:00,31.7244,-110.8805,0:11,https://xeno-canto.org/193255/download,https://xeno-canto.org/193255,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,941132,Ring-necked Duck,Aythya collaris,B,2023-11-14,07:15,31.34,-109.273,0:09,https://xeno-canto.org/941132/download,https://xeno-canto.org/941132,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
AZ,133346,Rivoli's Hummingbird,Eugenes fulgens,A,2011-06-04,07:13,31.906,-109.1543,0:36,https://xeno-canto.org/133346/download,https://xeno-canto.org/133346,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
AZ,227104,Ruddy Duck,Oxyura jamaicensis,B,2007-02-18,15:30,32.2306,-109.8239,0:16,https://xeno-canto.org/227104/download,https://xeno-canto.org/227104,https://creativecommons.org/licenses/by-nc-nd/4.0/,42,species_stratified_round_robin
TX,1106496,Acadian Flycatcher,Empidonax virescens,A,2026-04-29,10:19,29.8155,-99.5763,1:58,https://xeno-canto.org/1106496/download,https://xeno-canto.org/1106496,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,109171,Acorn Woodpecker,Melanerpes formicivorus,A,2011-06-22,12:31,29.2512,-103.3098,0:17,https://xeno-canto.org/109171/download,https://xeno-canto.org/109171,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
TX,452798,American Avocet,Recurvirostra americana,B,2017-12-17,10:08,26.1253,-97.9532,0:42,https://xeno-canto.org/452798/download,https://xeno-canto.org/452798,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,154983,American Barn Owl,Tyto furcata,A,2013-11-15,00:30,26.5553,-98.068,0:24,https://xeno-canto.org/154983/download,https://xeno-canto.org/154983,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
TX,147270,American Coot,Fulica americana,B,2012-04-05,13:40,30.152,-103.2877,0:09,https://xeno-canto.org/147270/download,https://xeno-canto.org/147270,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
TX,92969,American Dusky Flycatcher,Empidonax oberholseri,B,2008-04-30,11:40,30.657,-104.151,0:14,https://xeno-canto.org/92969/download,https://xeno-canto.org/92969,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
TX,228428,American Golden Plover,Pluvialis dominica,B,1998-04-10,10:00,35.3904,-94.4822,0:04,https://xeno-canto.org/228428/download,https://xeno-canto.org/228428,https://creativecommons.org/licenses/by-nc-nd/4.0/,42,species_stratified_round_robin
TX,92968,American Grey Flycatcher,Empidonax wrightii,B,2008-04-30,11:30,30.657,-104.151,2:52,https://xeno-canto.org/92968/download,https://xeno-canto.org/92968,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
TX,452826,American Herring Gull,Larus smithsonianus,B,2017-12-11,15:08,29.3334,-94.742,0:08,https://xeno-canto.org/452826/download,https://xeno-canto.org/452826,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,297550,American Kestrel,Falco sparverius,B,2015-03-26,12:30,29.3728,-103.4782,0:17,https://xeno-canto.org/297550/download,https://xeno-canto.org/297550,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,317023,American White Ibis,Eudocimus albus,B,2016-05-15,07:00,29.7278,-93.8523,0:16,https://xeno-canto.org/317023/download,https://xeno-canto.org/317023,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,216516,American Woodcock,Scolopax minor,B,2014-02-02,06:48,32.7203,-93.5284,0:04,https://xeno-canto.org/216516/download,https://xeno-canto.org/216516,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,132678,Ash-throated Flycatcher,Myiarchus cinerascens,B,1997-04-13,07:00,29.375,-99.9828,1:41,https://xeno-canto.org/132678/download,https://xeno-canto.org/132678,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
TX,750809,Barred Owl,Strix varia,B,2022-09-25,08:00,33.6269,-98.3183,0:55,https://xeno-canto.org/750809/download,https://xeno-canto.org/750809,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,288791,Belted Kingfisher,Megaceryle alcyon,B,2015-11-02,07:30,31.128,-99.3849,0:00,https://xeno-canto.org/288791/download,https://xeno-canto.org/288791,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,543757,Black Phoebe,Sayornis nigricans,B,2020-04-04,12:00,35.2517,-106.5932,0:54,https://xeno-canto.org/543757/download,https://xeno-canto.org/543757,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,565888,Black Rail,Laterallus jamaicensis,A,2020-06-06,15:00,29.0548,-95.2277,0:56,https://xeno-canto.org/565888/download,https://xeno-canto.org/565888,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,229133,Black Skimmer,Rynchops niger,A,1999-04-08,07:00,29.2778,-94.8127,0:13,https://xeno-canto.org/229133/download,https://xeno-canto.org/229133,https://creativecommons.org/licenses/by-nc-nd/4.0/,42,species_stratified_round_robin
TX,705782,Black-bellied Whistling Duck,Dendrocygna autumnalis,A,2022-02-23,14:31,26.1271,-97.9581,0:29,https://xeno-canto.org/705782/download,https://xeno-canto.org/705782,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,297543,Black-chinned Hummingbird,Archilochus alexandri,B,2015-03-26,12:00,29.3728,-103.4782,0:17,https://xeno-canto.org/297543/download,https://xeno-canto.org/297543,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,452831,Black-crowned Night Heron,Nycticorax nycticorax,B,2017-12-13,14:06,26.1375,-97.1743,0:12,https://xeno-canto.org/452831/download,https://xeno-canto.org/452831,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,862339,Black-necked Stilt,Himantopus mexicanus,B,2024-01-02,17:05,25.8199,-100.1585,0:01,https://xeno-canto.org/862339/download,https://xeno-canto.org/862339,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,218546,Blue-winged Teal,Spatula discors,B,1999-04-01,07:00,35.442,-94.9943,0:19,https://xeno-canto.org/218546/download,https://xeno-canto.org/218546,https://creativecommons.org/licenses/by-nc-nd/4.0/,42,species_stratified_round_robin
TX,495180,Broad-tailed Hummingbird,Selasphorus platycercus,B,2019-08-22,08:36,35.7426,-105.6763,1:13,https://xeno-canto.org/495180/download,https://xeno-canto.org/495180,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,57994,Broad-winged Hawk,Buteo platypterus,B,2010-07-15,14:00,32.981,-94.76,2:08,https://xeno-canto.org/57994/download,https://xeno-canto.org/57994,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
TX,247711,Brown-crested Flycatcher,Myiarchus tyrannulus,B,2015-06-02,07:30,30.1468,-97.6244,0:44,https://xeno-canto.org/247711/download,https://xeno-canto.org/247711,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,130831,Buff-bellied Hummingbird,Amazilia yucatanensis,A,2013-04-18,07:00,25.8501,-97.4169,0:16,https://xeno-canto.org/130831/download,https://xeno-canto.org/130831,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
TX,92956,Buff-breasted Flycatcher,Empidonax fulvifrons,B,2008-04-30,09:35,30.657,-104.151,0:54,https://xeno-canto.org/92956/download,https://xeno-canto.org/92956,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
TX,731959,Burrowing Owl,Athene cunicularia,B,2022-06-11,07:00,33.9803,-98.9102,0:30,https://xeno-canto.org/731959/download,https://xeno-canto.org/731959,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,179040,Cabot's Tern,Thalasseus acuflavidus,B,2014-04-22,09:00,29.7589,-93.5804,1:18,https://xeno-canto.org/179040/download,https://xeno-canto.org/179040,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,452954,Caspian Tern,Hydroprogne caspia,B,2017-12-14,16:15,26.1375,-97.1743,0:12,https://xeno-canto.org/452954/download,https://xeno-canto.org/452954,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,34088,Cassin's Kingbird,Tyrannus vociferans,A,2009-05-10,10:30,31.912536,-104.878922,0:29,https://xeno-canto.org/34088/download,https://xeno-canto.org/34088,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
TX,392829,Chilean Elaenia,Elaenia chilensis,B,2008-02-10,15:30,26.0988,-97.1678,0:45,https://xeno-canto.org/392829/download,https://xeno-canto.org/392829,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,278460,Chimney Swift,Chaetura pelagica,B,2015-05-15,07:33,27.3178,-97.6797,0:06,https://xeno-canto.org/278460/download,https://xeno-canto.org/278460,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,34952,Chuck-will's-widow,Antrostomus carolinensis,A,2009-05-29,21:30,29.7417,-100.3948,0:58,https://xeno-canto.org/34952/download,https://xeno-canto.org/34952,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
TX,233760,Chukar Partridge,Alectoris chukar,A,2015-03-31,19:00,35.8839,-106.3035,0:13,https://xeno-canto.org/233760/download,https://xeno-canto.org/233760,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,77519,Clapper Rail,Rallus crepitans,B,2011-05-05,18:30,29.767,-93.88,0:34,https://xeno-canto.org/77519/download,https://xeno-canto.org/77519,https://creativecommons.org/licenses/by-nc-nd/2.5/,42,species_stratified_round_robin
TX,123297,Clark's Grebe,Aechmophorus clarkii,B,2011-08-02,12:15,30.9708,-103.7245,0:08,https://xeno-canto.org/123297/download,https://xeno-canto.org/123297,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
TX,147312,Common Black Hawk,Buteogallus anthracinus,B,2012-04-04,10:48,30.6057,-103.8965,0:07,https://xeno-canto.org/147312/download,https://xeno-canto.org/147312,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
TX,452962,Common Gallinule,Gallinula galeata,A,2017-12-13,13:20,26.1375,-97.1743,0:27,https://xeno-canto.org/452962/download,https://xeno-canto.org/452962,https://creativecommons.org/licenses/by-nc-sa/4.0/,42,species_stratified_round_robin
TX,141468,Common Ground Dove,Columbina passerina,B,2013-06-28,14:00,30.0801,-99.5027,0:15,https://xeno-canto.org/141468/download,https://xeno-canto.org/141468,https://creativecommons.org/licenses/by-nc-sa/3.0/,42,species_stratified_round_robin
