recording_id,state,common_name,scientific_name,audit_action,audit_reason,flag_short_duration,flag_low_amplitude,flag_clipping,flag_low_quality,flag_any,file_size_bytes,duration_seconds,rms,peak_amplitude,quality
583809,AZ,Ring-necked Duck,Aythya collaris,KEEP,none,False,False,False,False,False,117027,7.008,0.011841005645692348,0.23902234435081482,B
321736,AZ,Rivoli's Hummingbird,Eugenes fulgens,KEEP,none,False,False,False,False,False,949947,59.06285714285714,0.010328471660614014,0.3763592839241028,B
567440,AZ,Ruddy Duck,Oxyura jamaicensis,KEEP,none,False,False,False,False,False,1812552,45.125079365079365,0.02263917215168476,0.34616154432296753,B
133556,AZ,Rufous Hummingbird,Selasphorus rufus,FLAG,low_amplitude,False,True,False,False,True,258148,15.830204081632653,0.007459589280188084,0.15218111872673035,A
1080405,AZ,Scaled Quail,Callipepla squamata,KEEP,none,False,False,False,False,False,8411600,350.064,0.020488174632191658,0.6857677698135376,A
624546,AZ,Snow Goose,Anser caerulescens,FLAG,low_amplitude,False,True,False,False,True,669792,41.544,0.009879940189421177,0.31471168994903564,B
626768,AZ,Violet-crowned Hummingbird,Leucolia violiceps,KEEP,none,False,False,False,False,False,5026653,313.848,0.017631588503718376,0.3482707142829895,A
974054,AZ,White-eared Hummingbird,Basilinna leucotis,FLAG,low_amplitude,False,True,False,False,True,2153405,89.256875,0.004734707064926624,0.19469939172267914,B
48224,AZ,White-throated Swift,Aeronautes saxatalis,KEEP,none,False,False,False,False,False,494645,30.615510204081634,0.013124996796250343,0.19671842455863953,A
778410,AZ,Wild Turkey,Meleagris gallopavo,KEEP,none,False,False,False,False,False,10428192,72.392875,0.025574931874871254,0.7079076766967773,A
87027,AZ,Yellow-billed Cuckoo,Coccyzus americanus,KEEP,none,False,False,False,False,False,1172893,116.7934693877551,0.017942732200026512,0.41016870737075806,B
132208,AZ,Allen's Hummingbird,Selasphorus sasin,FLAG,low_amplitude,False,True,False,False,True,424187,26.200816326530614,0.006596217397600412,0.09471985697746277,B
408852,AZ,American Wigeon,Mareca americana,KEEP,none,False,False,False,False,False,5677433,141.8187755102041,0.01779843680560589,0.4548698663711548,B
75505,AZ,Anna's Hummingbird,Calypte anna,FLAG,short_duration,True,False,False,False,True,35645,1.8619954648526078,0.07701584696769714,0.367716908454895,B
491896,AZ,Band-tailed Pigeon,Patagioenas fasciata,KEEP,none,False,False,False,False,False,303560,18.672,0.01455297414213419,0.088009774684906,A
145955,AZ,Berylline Hummingbird,Saucerottia beryllina,KEEP,none,False,False,False,False,False,269151,16.50938775510204,0.010068095289170742,0.3408598005771637,B
219022,AZ,Black-chinned Hummingbird,Archilochus alexandri,KEEP,none,False,False,False,False,False,222538,18.06771875,0.025397244840860367,0.6969017386436462,B
321717,AZ,Blue-throated Mountaingem,Lampornis clemenciae,KEEP,none,False,False,False,False,False,277807,17.057959183673468,0.040432777255773544,0.8109724521636963,A
132684,AZ,Broad-billed Hummingbird,Cynanthus latirostris,KEEP,none,False,False,False,False,False,773655,48.03918367346939,0.012263360433280468,0.32231608033180237,B
132890,AZ,Broad-tailed Hummingbird,Selasphorus platycercus,KEEP,none,False,False,False,False,False,304902,18.729795918367348,0.03206047788262367,0.6542677283287048,A
377681,AZ,Buff-collared Nightjar,Antrostomus ridgwayi,FLAG,low_amplitude,False,True,False,False,True,433712,17.816575963718822,0.00454173656180501,0.02240961603820324,A
132942,AZ,Calliope Hummingbird,Selasphorus calliope,FLAG,low_amplitude,False,True,False,False,True,105231,6.2693877551020405,0.002124868333339691,0.05133398622274399,B
611978,AZ,Cinnamon Teal,Spatula cyanoptera,KEEP,none,False,False,False,False,False,306857,18.864,0.010762089863419533,0.2727171778678894,B
608776,AZ,Common Nighthawk,Chordeiles minor,FLAG,low_amplitude,False,True,False,False,True,905194,56.256,0.009159106761217117,0.2479083091020584,B
632234,AZ,Common Poorwill,Phalaenoptilus nuttallii,KEEP,none,False,False,False,False,False,1254068,78.048,0.011010331101715565,0.12503111362457275,A
196879,AZ,Costa's Hummingbird,Calypte costae,KEEP,none,False,False,False,False,False,149380,9.038367346938776,0.03079020418226719,0.5038765668869019,B
623628,AZ,Gadwall,Mareca strepera,FLAG,low_amplitude,False,True,False,False,True,370493,22.848,0.0031689892057329416,0.1227477565407753,B
636283,AZ,Gambel's Quail,Callipepla gambelii,KEEP,none,False,False,False,False,False,343018,21.12,0.014705820009112358,0.3125704526901245,A
611001,AZ,Greater Roadrunner,Geococcyx californianus,KEEP,none,False,False,False,False,False,10357589,646.992,0.017114847898483276,0.7076431512832642,B
453887,AZ,Greater White-fronted Goose,Anser albifrons,KEEP,none,False,False,False,False,False,119634,7.176,0.018044155091047287,0.6910167932510376,B
452502,AZ,Green-winged Teal,Anas carolinensis,KEEP,none,False,False,False,False,False,593123,36.768,0.03542478382587433,0.6977882385253906,B
1035206,AZ,Lesser Nighthawk,Chordeiles acutipennis,KEEP,none,False,False,False,False,False,3822107,158.832,0.012719236314296722,0.07243192195892334,A
132968,AZ,Lucifer Sheartail,Calothorax lucifer,KEEP,none,False,False,False,False,False,96509,5.7208163265306125,0.020849712193012238,0.1627352386713028,B
1101338,AZ,Mallard,Anas platyrhynchos,FLAG,low_amplitude,False,True,False,False,True,1225672,6.948004535147392,0.008372985757887363,0.1843109130859375,B
621691,AZ,Mexican Duck,Anas diazi,FLAG,low_amplitude,False,True,False,False,True,1078880,67.104,0.004830557852983475,0.25262925028800964,B
34329,AZ,Mexican Whip-poor-will,Antrostomus arizonae,KEEP,none,False,False,False,False,False,797239,49.536,0.027104215696454048,0.45892655849456787,A
254988,AZ,Montezuma Quail,Cyrtonyx montezumae,FLAG,low_amplitude,False,True,False,False,True,2886310,180.06204081632654,0.005812307819724083,0.25889748334884644,A
218539,AZ,Northern Shoveler,Spatula clypeata,KEEP,none,False,False,False,False,False,754229,62.26446875,0.031006556004285812,0.6826306581497192,B
193255,AZ,Plain-capped Starthroat,Heliomaster constantii,FLAG,low_amplitude,False,True,False,False,True,192182,11.702857142857143,0.004717585165053606,0.23828233778476715,A
941132,AZ,Ring-necked Duck,Aythya collaris,FLAG,low_amplitude,False,True,False,False,True,2606446,9.0,0.005475152283906937,0.11105000972747803,B
133346,AZ,Rivoli's Hummingbird,Eugenes fulgens,FLAG,low_amplitude,False,True,False,False,True,590907,36.623673469387754,0.005767614580690861,0.12299606204032898,A
227104,AZ,Ruddy Duck,Oxyura jamaicensis,FLAG,low_amplitude,False,True,False,False,True,197459,15.972,0.0092267245054245,0.3016034960746765,B
1106496,TX,Acadian Flycatcher,Empidonax virescens,KEEP,none,False,False,False,False,False,22695070,118.19977083333333,0.022026322782039642,0.6958928108215332,A
109171,TX,Acorn Woodpecker,Melanerpes formicivorus,KEEP,none,False,False,False,False,False,290108,17.832,0.016146443784236908,0.28545913100242615,A
452798,TX,American Avocet,Recurvirostra americana,KEEP,none,False,False,False,False,False,686050,42.576,0.03990387171506882,0.7066908478736877,B
154983,TX,American Barn Owl,Tyto furcata,FLAG,low_amplitude,False,True,False,False,True,403596,24.920816326530613,0.00697741936892271,0.31514349579811096,A
147270,TX,American Coot,Fulica americana,FLAG,low_amplitude,False,True,False,False,True,161483,9.792,0.004575204569846392,0.0641796663403511,B
92969,TX,American Dusky Flycatcher,Empidonax oberholseri,FLAG,low_amplitude,False,True,False,False,True,238032,14.576326530612246,0.006141770631074905,0.1666772961616516,B
228428,TX,American Golden Plover,Pluvialis dominica,KEEP,none,False,False,False,False,False,62022,4.658639455782313,0.08071707934141159,0.7099189758300781,B
92968,TX,American Grey Flycatcher,Empidonax wrightii,KEEP,none,False,False,False,False,False,2765418,172.5387755102041,0.011110180988907814,0.3233970105648041,B
452826,TX,American Herring Gull,Larus smithsonianus,KEEP,none,False,False,False,False,False,140359,8.472,0.07327248901128769,0.7139740586280823,B
297550,TX,American Kestrel,Falco sparverius,KEEP,none,False,False,False,False,False,285967,17.524308390022675,0.027762368321418762,0.35028257966041565,B
317023,TX,American White Ibis,Eudocimus albus,KEEP,none,False,False,False,False,False,268711,16.464979166666666,0.043224044144153595,0.7314532995223999,B
216516,TX,American Woodcock,Scolopax minor,KEEP,none,False,False,False,False,False,202311,4.863786848072563,0.18193933367729187,0.8031227588653564,B
132678,TX,Ash-throated Flycatcher,Myiarchus cinerascens,KEEP,none,False,False,False,False,False,1622796,101.12,0.02871115691959858,0.7165650129318237,B
750809,TX,Barred Owl,Strix varia,FLAG,low_amplitude,False,True,False,False,True,2242486,55.873333333333335,0.006316672544926405,0.07697658985853195,B
288791,TX,Belted Kingfisher,Megaceryle alcyon,FLAG,short_duration,True,False,False,False,True,36929,0.744,0.02988164871931076,0.15187092125415802,B
543757,TX,Black Phoebe,Sayornis nigricans,FLAG,low_amplitude,False,True,False,False,True,1737362,54.05866666666667,0.0055031925439834595,0.2569843530654907,B
565888,TX,Black Rail,Laterallus jamaicensis,KEEP,none,False,False,False,False,False,2246202,55.960090702947845,0.051579684019088745,0.8999384641647339,A
229133,TX,Black Skimmer,Rynchops niger,KEEP,none,False,False,False,False,False,162151,13.050340136054421,0.08222050219774246,0.6810378432273865,A
705782,TX,Black-bellied Whistling Duck,Dendrocygna autumnalis,KEEP,none,False,False,False,False,False,1184582,29.421882086167802,0.04077145457267761,0.4364127814769745,A
297543,TX,Black-chinned Hummingbird,Archilochus alexandri,KEEP,none,False,False,False,False,False,286818,17.577551020408162,0.014145744033157825,0.2151176929473877,B
452831,TX,Black-crowned Night Heron,Nycticorax nycticorax,KEEP,none,False,False,False,False,False,205697,12.552,0.024270927533507347,0.701155960559845,B
862339,TX,Black-necked Stilt,Himantopus mexicanus,FLAG,short_duration,True,False,False,False,True,32367,1.056,0.010725312866270542,0.07294058799743652,B
218546,TX,Blue-winged Teal,Spatula discors,KEEP,none,False,False,False,False,False,239255,19.476825396825397,0.04434433579444885,0.4717092216014862,B
495180,TX,Broad-tailed Hummingbird,Selasphorus platycercus,KEEP,none,False,False,False,False,False,2939585,73.30391666666667,0.019013814628124237,0.5588054060935974,B
57994,TX,Broad-winged Hawk,Buteo platypterus,KEEP,none,False,False,False,False,False,784132,128.92716666666666,0.019550716504454613,0.6065190434455872,B
247711,TX,Brown-crested Flycatcher,Myiarchus tyrannulus,KEEP,none,False,False,False,False,False,436869,44.706643990929706,0.010013365186750889,0.1559065580368042,B
130831,TX,Buff-bellied Hummingbird,Amazilia yucatanensis,KEEP,none,False,False,False,False,False,413988,16.896,0.03639892116189003,0.7984772324562073,A
92956,TX,Buff-breasted Flycatcher,Empidonax fulvifrons,FLAG,clipping,False,False,True,False,True,871246,54.15183673469388,0.016853811219334602,1.0004068613052368,B
731959,TX,Burrowing Owl,Athene cunicularia,FLAG,low_amplitude,False,True,False,False,True,1213405,30.163916666666665,0.0014081381959840655,0.026478281244635582,B
179040,TX,Cabot's Tern,Thalasseus acuflavidus,KEEP,none,False,False,False,False,False,1267102,78.88979591836734,0.023969681933522224,0.43802502751350403,B
452954,TX,Caspian Tern,Hydroprogne caspia,KEEP,none,False,False,False,False,False,197626,12.048,0.03603101894259453,0.706341564655304,B
34088,TX,Cassin's Kingbird,Tyrannus vociferans,KEEP,none,False,False,False,False,False,480499,29.736,0.03859058767557144,0.7075484991073608,A
392829,TX,Chilean Elaenia,Elaenia chilensis,KEEP,none,False,False,False,False,False,729126,45.244081632653064,0.036166414618492126,0.4348998963832855,B
278460,TX,Chimney Swift,Chaetura pelagica,FLAG,low_amplitude,False,True,False,False,True,114703,6.864,0.003846042091026902,0.122446209192276,B
